Year,Category,Nominee,Won,Genre
1996,Film Editing,Evita,NO,Musical
1996,Music (Song),Evita,YES,Biography
1996,Music (Song),Evita,YES,Drama
1996,Music (Song),Evita,YES,History
1996,Music (Song),Evita,YES,Musical
1996,Sound,Evita,NO,Biography
1996,Sound,Evita,NO,Drama
1996,Sound,Evita,NO,History
1996,Sound,Evita,NO,Musical
1971,Short Film (Animated),Evolution,NO,Animation
1971,Short Film (Animated),Evolution,NO,Comedy
1971,Short Film (Animated),Evolution,NO,Short
1981,Cinematography,Excalibur,NO,Adventure
1981,Cinematography,Excalibur,NO,Drama
1981,Cinematography,Excalibur,NO,Fantasy
1954,Actress -- Supporting Role,Executive Suite,NO,Drama
1954,Art Direction,Executive Suite,NO,Drama
1954,Cinematography,Executive Suite,NO,Drama
1954,Costume Design,Executive Suite,NO,Drama
2010,Documentary (Feature),Exit through the Gift Shop,NO,
1960,Actor -- Supporting Role,Exodus,NO,Action
1960,Actor -- Supporting Role,Exodus,NO,Drama
1960,Actor -- Supporting Role,Exodus,NO,History
1960,Actor -- Supporting Role,Exodus,NO,War
1960,Cinematography,Exodus,NO,Action
1960,Cinematography,Exodus,NO,Drama
1960,Cinematography,Exodus,NO,History
1960,Cinematography,Exodus,NO,War
1960,Music (Scoring),Exodus,YES,Action
1960,Music (Scoring),Exodus,YES,Drama
1960,Music (Scoring),Exodus,YES,History
1960,Music (Scoring),Exodus,YES,War
1974,Documentary (Short Subject),Exploratorium,NO,Documentary
1974,Documentary (Short Subject),Exploratorium,NO,Short
1940,Short Film (Live Action),Eyes of the Navy,NO,Documentary
1940,Short Film (Live Action),Eyes of the Navy,NO,Short
1999,Documentary (Short Subject),Eyewitness,NO,Documentary
1999,Documentary (Short Subject),Eyewitness,NO,Short
1999,Documentary (Short Subject),Eyewitness,NO,Short
1997,Sound Editing,Face/Off,NO,Action
1997,Sound Editing,Face/Off,NO,Crime
1997,Sound Editing,Face/Off,NO,Sci-Fi
1997,Sound Editing,Face/Off,NO,Thriller
1968,Actor -- Supporting Role,Faces,NO,Drama
1968,Actor -- Supporting Role,Faces,NO,Short
1968,Actress -- Supporting Role,Faces,NO,Drama
1968,Actress -- Supporting Role,Faces,NO,Short
1968,Writing,Faces,NO,Drama
1968,Writing,Faces,NO,Short
1946,Short Film (Live Action),Facing Your Danger,YES,Documentary
1946,Short Film (Live Action),Facing Your Danger,YES,Short
1946,Short Film (Live Action),Facing Your Danger,YES,Sport
2002,Short Film (Live Action),Fait D'Hiver,NO,
1980,Film Editing,Fame,NO,Drama
1980,Film Editing,Fame,NO,Music
1980,Film Editing,Fame,NO,Musical
1980,Music (Scoring),Fame,YES,Drama
1980,Music (Scoring),Fame,YES,Music
1980,Music (Scoring),Fame,YES,Musical
1980,Music (Song),Fame,YES,Drama
1980,Music (Song),Fame,YES,Music
1980,Music (Song),Fame,YES,Musical
1980,Music (Song),Fame,NO,Drama
1980,Music (Song),Fame,NO,Music
1980,Music (Song),Fame,NO,Musical
1980,Sound,Fame,NO,Drama
1980,Sound,Fame,NO,Music
1980,Sound,Fame,NO,Musical
1980,Writing,Fame,NO,Drama
1980,Writing,Fame,NO,Music
1980,Writing,Fame,NO,Musical
1988,Documentary (Short Subject),Family Gathering,NO,Biography
1988,Documentary (Short Subject),Family Gathering,NO,Documentary
1988,Documentary (Short Subject),Family Gathering,NO,History
1988,Documentary (Short Subject),Family Gathering,NO,Short
1961,Actor -- Leading Role,Fanny,NO,Drama
1961,Actor -- Leading Role,Fanny,NO,Romance
1961,Cinematography,Fanny,NO,Drama
1961,Cinematography,Fanny,NO,Romance
1961,Film Editing,Fanny,NO,Drama
1961,Film Editing,Fanny,NO,Romance
1961,Music (Scoring),Fanny,NO,Drama
1961,Music (Scoring),Fanny,NO,Romance
1961,Best Picture,Fanny,NO,Drama
1961,Best Picture,Fanny,NO,Romance
2009,Animated Feature Film,Fantastic Mr. Fox,NO,Adventure
2009,Animated Feature Film,Fantastic Mr. Fox,NO,Animation
2009,Animated Feature Film,Fantastic Mr. Fox,NO,Comedy
2009,Animated Feature Film,Fantastic Mr. Fox,NO,Crime
2009,Animated Feature Film,Fantastic Mr. Fox,NO,Family
2009,Music (Scoring),Fantastic Mr. Fox,NO,Adventure
2009,Music (Scoring),Fantastic Mr. Fox,NO,Animation
2009,Music (Scoring),Fantastic Mr. Fox,NO,Comedy
2009,Music (Scoring),Fantastic Mr. Fox,NO,Crime
2009,Music (Scoring),Fantastic Mr. Fox,NO,Family
1966,Art Direction,Fantastic Voyage,YES,Adventure
1966,Art Direction,Fantastic Voyage,YES,Family
1966,Art Direction,Fantastic Voyage,YES,Sci-Fi
1966,Cinematography,Fantastic Voyage,NO,Adventure
1966,Cinematography,Fantastic Voyage,NO,Family
1966,Cinematography,Fantastic Voyage,NO,Sci-Fi
1966,Film Editing,Fantastic Voyage,NO,Adventure
1966,Film Editing,Fantastic Voyage,NO,Family
1966,Film Editing,Fantastic Voyage,NO,Sci-Fi
1966,Sound Editing,Fantastic Voyage,NO,Adventure
1966,Sound Editing,Fantastic Voyage,NO,Family
1966,Sound Editing,Fantastic Voyage,NO,Sci-Fi
1966,Visual Effects,Fantastic Voyage,YES,Adventure
1966,Visual Effects,Fantastic Voyage,YES,Family
1966,Visual Effects,Fantastic Voyage,YES,Sci-Fi
2002,Actress -- Leading Role,Far from Heaven,NO,Drama
2002,Actress -- Leading Role,Far from Heaven,NO,Romance
2002,Cinematography,Far from Heaven,NO,Drama
2002,Cinematography,Far from Heaven,NO,Romance
2002,Music (Scoring),Far from Heaven,NO,Drama
2002,Music (Scoring),Far from Heaven,NO,Romance
2002,Writing,Far from Heaven,NO,Drama
2002,Writing,Far from Heaven,NO,Romance
1967,Music (Scoring),Far from the Madding Crowd,NO,Drama
1967,Music (Scoring),Far from the Madding Crowd,NO,History
1967,Music (Scoring),Far from the Madding Crowd,NO,Romance
1993,Cinematography,Farewell My Concubine,NO,
1993,Foreign Language Film,Farewell My Concubine,NO,
1975,Actress -- Supporting Role,"Farewell, My Lovely ",NO,
1996,Actor -- Supporting Role,Fargo,NO,Crime
1996,Actor -- Supporting Role,Fargo,NO,Drama
1996,Actor -- Supporting Role,Fargo,NO,Thriller
1996,Actress -- Leading Role,Fargo,YES,Crime
1996,Actress -- Leading Role,Fargo,YES,Drama
1996,Actress -- Leading Role,Fargo,YES,Thriller
1996,Cinematography,Fargo,NO,Crime
1996,Cinematography,Fargo,NO,Drama
1996,Cinematography,Fargo,NO,Thriller
1996,Directing,Fargo,NO,Crime
1996,Directing,Fargo,NO,Drama
1996,Directing,Fargo,NO,Thriller
1996,Film Editing,Fargo,NO,Crime
1996,Film Editing,Fargo,NO,Drama
1996,Film Editing,Fargo,NO,Thriller
1996,Best Picture,Fargo,NO,Crime
1996,Best Picture,Fargo,NO,Drama
1996,Best Picture,Fargo,NO,Thriller
1996,Writing,Fargo,YES,Crime
1996,Writing,Fargo,YES,Drama
1996,Writing,Fargo,YES,Thriller
1994,Foreign Language Film,Farinelli: Il Castrato,NO,
1972,Actress -- Supporting Role,Fat City,NO,Drama
1972,Actress -- Supporting Role,Fat City,NO,Sport
1987,Actress -- Leading Role,Fatal Attraction,NO,Drama
1987,Actress -- Leading Role,Fatal Attraction,NO,Thriller
1987,Actress -- Supporting Role,Fatal Attraction,NO,Drama
1987,Actress -- Supporting Role,Fatal Attraction,NO,Thriller
1987,Directing,Fatal Attraction,NO,Drama
1987,Directing,Fatal Attraction,NO,Thriller
1987,Film Editing,Fatal Attraction,NO,Drama
1987,Film Editing,Fatal Attraction,NO,Thriller
1987,Best Picture,Fatal Attraction,NO,Drama
1987,Best Picture,Fatal Attraction,NO,Thriller
1987,Writing,Fatal Attraction,NO,Drama
1987,Writing,Fatal Attraction,NO,Thriller
1964,Cinematography,Fate Is the Hunter,NO,Drama
1964,Cinematography,Fate Is the Hunter,NO,Mystery
1964,Cinematography,Fate Is the Hunter,NO,Thriller
1964,Film Editing,Father Goose,NO,Adventure
1964,Film Editing,Father Goose,NO,Comedy
1964,Film Editing,Father Goose,NO,Romance
1964,Film Editing,Father Goose,NO,War
1964,Sound,Father Goose,NO,Adventure
1964,Sound,Father Goose,NO,Comedy
1964,Sound,Father Goose,NO,Romance
1964,Sound,Father Goose,NO,War
1964,Writing,Father Goose,YES,Adventure
1964,Writing,Father Goose,YES,Comedy
1964,Writing,Father Goose,YES,Romance
1964,Writing,Father Goose,YES,War
2000,Short Film (Animated),Father and Daughter,YES,Animation
2000,Short Film (Animated),Father and Daughter,YES,Drama
2000,Short Film (Animated),Father and Daughter,YES,Short
1950,Actor -- Leading Role,Father of the Bride,NO,Comedy
1950,Actor -- Leading Role,Father of the Bride,NO,Romance
1950,Best Picture,Father of the Bride,NO,Comedy
1950,Best Picture,Father of the Bride,NO,Romance
1950,Writing,Father of the Bride,NO,Comedy
1950,Writing,Father of the Bride,NO,Romance
1993,Actress -- Supporting Role,Fearless,NO,Drama
1993,Actress -- Supporting Role,Fearless,NO,Thriller
1963,Art Direction,Federico Fellini's 8-1/2,NO,
1963,Costume Design,Federico Fellini's 8-1/2,YES,
1963,Directing,Federico Fellini's 8-1/2,NO,
1963,Foreign Language Film,Federico Fellini's 8-1/2,YES,
1963,Writing,Federico Fellini's 8-1/2,NO,
1970,Directing,Fellini Satyricon,NO,
1976,Costume Design,Fellini's Casanova,YES,
1976,Writing,Fellini's Casanova,NO,
1938,Short Film (Animated),Ferdinand the Bull,YES,Animation
1938,Short Film (Animated),Ferdinand the Bull,YES,Comedy
1938,Short Film (Animated),Ferdinand the Bull,YES,Family
1938,Short Film (Animated),Ferdinand the Bull,YES,Short
2003,Documentary (Short Subject),Ferry Tales,NO,Documentary
2003,Documentary (Short Subject),Ferry Tales,NO,Short
1967,Documentary (Feature),Festival,NO,Documentary
1967,Documentary (Feature),Festival,NO,Music
1995,Documentary (Feature),Fiddlefest--Roberta Tzavaras and Her East Harlem Violin Program,NO,
1971,Actor -- Leading Role,Fiddler on the Roof,NO,Drama
1971,Actor -- Leading Role,Fiddler on the Roof,NO,Family
1971,Actor -- Leading Role,Fiddler on the Roof,NO,Musical
1971,Actor -- Leading Role,Fiddler on the Roof,NO,Romance
1971,Actor -- Supporting Role,Fiddler on the Roof,NO,Drama
1971,Actor -- Supporting Role,Fiddler on the Roof,NO,Family
1971,Actor -- Supporting Role,Fiddler on the Roof,NO,Musical
1971,Actor -- Supporting Role,Fiddler on the Roof,NO,Romance
1971,Art Direction,Fiddler on the Roof,NO,Drama
1971,Art Direction,Fiddler on the Roof,NO,Family
1971,Art Direction,Fiddler on the Roof,NO,Musical
1971,Art Direction,Fiddler on the Roof,NO,Romance
1971,Cinematography,Fiddler on the Roof,YES,Drama
1971,Cinematography,Fiddler on the Roof,YES,Family
1971,Cinematography,Fiddler on the Roof,YES,Musical
1971,Cinematography,Fiddler on the Roof,YES,Romance
1971,Directing,Fiddler on the Roof,NO,Drama
1971,Directing,Fiddler on the Roof,NO,Family
1971,Directing,Fiddler on the Roof,NO,Musical
1971,Directing,Fiddler on the Roof,NO,Romance
1971,Music (Scoring),Fiddler on the Roof,YES,Drama
1971,Music (Scoring),Fiddler on the Roof,YES,Family
1971,Music (Scoring),Fiddler on the Roof,YES,Musical
1971,Music (Scoring),Fiddler on the Roof,YES,Romance
1971,Best Picture,Fiddler on the Roof,NO,Drama
1971,Best Picture,Fiddler on the Roof,NO,Family
1971,Best Picture,Fiddler on the Roof,NO,Musical
1971,Best Picture,Fiddler on the Roof,NO,Romance
1971,Sound,Fiddler on the Roof,YES,Drama
1971,Sound,Fiddler on the Roof,YES,Family
1971,Sound,Fiddler on the Roof,YES,Musical
1971,Sound,Fiddler on the Roof,YES,Romance
1989,Music (Scoring),Field of Dreams,NO,Drama
1989,Music (Scoring),Field of Dreams,NO,Family
1989,Music (Scoring),Field of Dreams,NO,Fantasy
1989,Music (Scoring),Field of Dreams,NO,Sport
1989,Best Picture,Field of Dreams,NO,Drama
1989,Best Picture,Field of Dreams,NO,Family
1989,Best Picture,Field of Dreams,NO,Fantasy
1989,Best Picture,Field of Dreams,NO,Sport
1989,Writing,Field of Dreams,NO,Drama
1989,Writing,Field of Dreams,NO,Family
1989,Writing,Field of Dreams,NO,Fantasy
1989,Writing,Field of Dreams,NO,Sport
1947,Music (Scoring),Fiesta,NO,Musical
2001,Short Film (Animated),Fifty Percent Grey,NO,Animation
2001,Short Film (Animated),Fifty Percent Grey,NO,Comedy
2001,Short Film (Animated),Fifty Percent Grey,NO,Fantasy
2001,Short Film (Animated),Fifty Percent Grey,NO,Short
1999,Sound Editing,Fight Club,NO,Drama
1947,Short Film (Live Action),Fight of the Wild Stallions,NO,Documentary
1947,Short Film (Live Action),Fight of the Wild Stallions,NO,Short
1975,Documentary (Feature),Fighting for Our Lives,NO,Documentary
2003,Animated Feature Film,Finding Nemo,YES,Adventure
2003,Animated Feature Film,Finding Nemo,YES,Animation
2003,Animated Feature Film,Finding Nemo,YES,Comedy
2003,Animated Feature Film,Finding Nemo,YES,Family
2003,Animated Feature Film,Finding Nemo,YES,Action
2003,Animated Feature Film,Finding Nemo,YES,Adventure
2003,Animated Feature Film,Finding Nemo,YES,Drama
2003,Animated Feature Film,Finding Nemo,YES,Mystery
2003,Music (Scoring),Finding Nemo,NO,Adventure
2003,Music (Scoring),Finding Nemo,NO,Animation
2003,Music (Scoring),Finding Nemo,NO,Comedy
2003,Music (Scoring),Finding Nemo,NO,Family
2003,Music (Scoring),Finding Nemo,NO,Action
2003,Music (Scoring),Finding Nemo,NO,Adventure
2003,Music (Scoring),Finding Nemo,NO,Drama
2003,Music (Scoring),Finding Nemo,NO,Mystery
2003,Sound Editing,Finding Nemo,NO,Adventure
2003,Sound Editing,Finding Nemo,NO,Animation
2003,Sound Editing,Finding Nemo,NO,Comedy
2003,Sound Editing,Finding Nemo,NO,Family
2003,Sound Editing,Finding Nemo,NO,Action
2003,Sound Editing,Finding Nemo,NO,Adventure
2003,Sound Editing,Finding Nemo,NO,Drama
2003,Sound Editing,Finding Nemo,NO,Mystery
2003,Writing,Finding Nemo,NO,Adventure
2003,Writing,Finding Nemo,NO,Animation
2003,Writing,Finding Nemo,NO,Comedy
2003,Writing,Finding Nemo,NO,Family
2003,Writing,Finding Nemo,NO,Action
2003,Writing,Finding Nemo,NO,Adventure
2003,Writing,Finding Nemo,NO,Drama
2003,Writing,Finding Nemo,NO,Mystery
2004,Actor -- Leading Role,Finding Neverland,NO,Biography
2004,Actor -- Leading Role,Finding Neverland,NO,Drama
2004,Actor -- Leading Role,Finding Neverland,NO,Family
2004,Art Direction,Finding Neverland,NO,Biography
2004,Art Direction,Finding Neverland,NO,Drama
2004,Art Direction,Finding Neverland,NO,Family
2004,Costume Design,Finding Neverland,NO,Biography
2004,Costume Design,Finding Neverland,NO,Drama
2004,Costume Design,Finding Neverland,NO,Family
2004,Film Editing,Finding Neverland,NO,Biography
2004,Film Editing,Finding Neverland,NO,Drama
2004,Film Editing,Finding Neverland,NO,Family
2004,Music (Scoring),Finding Neverland,YES,Biography
2004,Music (Scoring),Finding Neverland,YES,Drama
2004,Music (Scoring),Finding Neverland,YES,Family
2004,Best Picture,Finding Neverland,NO,Biography
2004,Best Picture,Finding Neverland,NO,Drama
2004,Best Picture,Finding Neverland,NO,Family
2004,Writing,Finding Neverland,NO,Biography
2004,Writing,Finding Neverland,NO,Drama
2004,Writing,Finding Neverland,NO,Family
1989,Documentary (Short Subject),"Fine Food, Fine Pastries, Open 6 to 9",NO,Documentary
1989,Documentary (Short Subject),"Fine Food, Fine Pastries, Open 6 to 9",NO,Short
1968,Music (Scoring),Finian's Rainbow,NO,Family
1968,Music (Scoring),Finian's Rainbow,NO,Fantasy
1968,Music (Scoring),Finian's Rainbow,NO,Musical
1968,Sound,Finian's Rainbow,NO,Family
1968,Sound,Finian's Rainbow,NO,Fantasy
1968,Sound,Finian's Rainbow,NO,Musical
1992,Documentary (Feature),Fires of Kuwait,NO,Documentary
1992,Documentary (Feature),Fires of Kuwait,NO,Short
1977,Documentary (Short Subject),First Edition,NO,Documentary
1977,Documentary (Short Subject),First Edition,NO,Short
1939,Art Direction,First Love,NO,Comedy
1939,Art Direction,First Love,NO,Musical
1939,Cinematography,First Love,NO,Comedy
1939,Cinematography,First Love,NO,Musical
1939,Music (Scoring),First Love,NO,Comedy
1939,Music (Scoring),First Love,NO,Musical
1947,Documentary (Short Subject),First Steps,YES,Documentary
1947,Documentary (Short Subject),First Steps,YES,Short
1944,Short Film (Animated),Fish Fry,NO,Animation
1944,Short Film (Animated),Fish Fry,NO,Comedy
1944,Short Film (Animated),Fish Fry,NO,Family
1944,Short Film (Animated),Fish Fry,NO,Short
1970,Actor -- Leading Role,Five Easy Pieces,NO,Drama
1970,Actress -- Supporting Role,Five Easy Pieces,NO,Drama
1970,Best Picture,Five Easy Pieces,NO,Drama
1970,Writing,Five Easy Pieces,NO,Drama
1943,Art Direction,Five Graves to Cairo,NO,Thriller
1943,Art Direction,Five Graves to Cairo,NO,War
1943,Cinematography,Five Graves to Cairo,NO,Thriller
1943,Cinematography,Five Graves to Cairo,NO,War
1943,Film Editing,Five Graves to Cairo,NO,Thriller
1943,Film Editing,Five Graves to Cairo,NO,War
1939,Short Film (Live Action),Five Times Five,NO,Biography
1939,Short Film (Live Action),Five Times Five,NO,Documentary
1939,Short Film (Live Action),Five Times Five,NO,History
1939,Short Film (Live Action),Five Times Five,NO,Short
2006,Sound,Flags of Our Fathers,NO,Drama
2006,Sound,Flags of Our Fathers,NO,History
2006,Sound,Flags of Our Fathers,NO,War
2006,Sound Editing,Flags of Our Fathers,NO,Drama
2006,Sound Editing,Flags of Our Fathers,NO,History
2006,Sound Editing,Flags of Our Fathers,NO,War
1945,Music (Scoring),Flame of Barbary Coast,NO,Musical
1945,Music (Scoring),Flame of Barbary Coast,NO,Romance
1945,Music (Scoring),Flame of Barbary Coast,NO,Western
1945,Sound,Flame of Barbary Coast,NO,Musical
1945,Sound,Flame of Barbary Coast,NO,Romance
1945,Sound,Flame of Barbary Coast,NO,Western
1983,Documentary (Short Subject),Flamenco at 5:15,YES,Documentary
1983,Documentary (Short Subject),Flamenco at 5:15,YES,Short
1983,Cinematography,Flashdance,NO,Drama
1983,Cinematography,Flashdance,NO,Music
1983,Cinematography,Flashdance,NO,Romance
1983,Film Editing,Flashdance,NO,Drama
1983,Film Editing,Flashdance,NO,Music
1983,Film Editing,Flashdance,NO,Romance
1983,Music (Song),Flashdance,YES,Drama
1983,Music (Song),Flashdance,YES,Music
1983,Music (Song),Flashdance,YES,Romance
1983,Music (Song),Flashdance,NO,Drama
1983,Music (Song),Flashdance,NO,Music
1983,Music (Song),Flashdance,NO,Romance
1952,Film Editing,Flat Top,NO,Drama
1952,Film Editing,Flat Top,NO,War
1990,Sound Editing,Flatliners,NO,Drama
1990,Sound Editing,Flatliners,NO,Horror
1990,Sound Editing,Flatliners,NO,Sci-Fi
1990,Sound Editing,Flatliners,NO,Thriller
1943,Art Direction,Flight for Freedom,NO,Biography
1943,Art Direction,Flight for Freedom,NO,Drama
1934,Best Picture,Flirtation Walk,NO,Musical
1934,Best Picture,Flirtation Walk,NO,Romance
1934,Sound,Flirtation Walk,NO,Musical
1934,Sound,Flirtation Walk,NO,Romance
1961,Art Direction,Flower Drum Song,NO,Comedy
1961,Art Direction,Flower Drum Song,NO,Musical
1961,Art Direction,Flower Drum Song,NO,Romance
1961,Cinematography,Flower Drum Song,NO,Comedy
1961,Cinematography,Flower Drum Song,NO,Musical
1961,Cinematography,Flower Drum Song,NO,Romance
1961,Costume Design,Flower Drum Song,NO,Comedy
1961,Costume Design,Flower Drum Song,NO,Musical
1961,Costume Design,Flower Drum Song,NO,Romance
1961,Music (Scoring),Flower Drum Song,NO,Comedy
1961,Music (Scoring),Flower Drum Song,NO,Musical
1961,Music (Scoring),Flower Drum Song,NO,Romance
1961,Sound,Flower Drum Song,NO,Comedy
1961,Sound,Flower Drum Song,NO,Musical
1961,Sound,Flower Drum Song,NO,Romance
1996,Cinematography,Fly Away Home,NO,Adventure
1996,Cinematography,Fly Away Home,NO,Drama
1996,Cinematography,Fly Away Home,NO,Family
1942,Music (Scoring),Flying Tigers,NO,Action
1942,Music (Scoring),Flying Tigers,NO,Drama
1942,Music (Scoring),Flying Tigers,NO,Romance
1942,Music (Scoring),Flying Tigers,NO,War
1942,Sound,Flying Tigers,NO,Action
1942,Sound,Flying Tigers,NO,Drama
1942,Sound,Flying Tigers,NO,Romance
1942,Sound,Flying Tigers,NO,War
1942,Special Effects (archaic category),Flying Tigers,NO,Action
1942,Special Effects (archaic category),Flying Tigers,NO,Drama
1942,Special Effects (archaic category),Flying Tigers,NO,Romance
1942,Special Effects (archaic category),Flying Tigers,NO,War
1942,Music (Scoring),Flying with Music,NO,Musical
1942,Music (Song),Flying with Music,NO,Musical
1944,Music (Song),Follow the Boys,NO,Comedy
1944,Music (Song),Follow the Boys,NO,Drama
1944,Music (Song),Follow the Boys,NO,Musical
1944,Music (Song),Follow the Boys,NO,War
1957,Short Film (Live Action),Foothold on Antarctica,NO,Short
1984,Music (Song),Footloose,NO,Drama
1984,Music (Song),Footloose,NO,Music
1984,Music (Song),Footloose,NO,Romance
1984,Music (Song),Footloose,NO,Drama
1984,Music (Song),Footloose,NO,Music
1984,Music (Song),Footloose,NO,Romance
1989,Documentary (Feature),For All Mankind,NO,Documentary
1989,Documentary (Feature),For All Mankind,NO,History
1993,Documentary (Feature),For Better or for Worse,NO,Documentary
1943,Documentary (Feature),For God and Country,NO,Drama
1943,Documentary (Feature),For God and Country,NO,Short
1968,Music (Song),For Love of Ivy,NO,Comedy
1968,Music (Song),For Love of Ivy,NO,Drama
1968,Music (Song),For Love of Ivy,NO,Romance
1942,Music (Scoring),For Me and My Gal,NO,Musical
1942,Music (Scoring),For Me and My Gal,NO,Romance
1942,Music (Scoring),For Me and My Gal,NO,War
1949,Short Film (Animated),For Scent-Imental Reasons,YES,
1943,Actor -- Leading Role,For Whom the Bell Tolls,NO,Adventure
1943,Actor -- Leading Role,For Whom the Bell Tolls,NO,Drama
1943,Actor -- Leading Role,For Whom the Bell Tolls,NO,History
1943,Actor -- Leading Role,For Whom the Bell Tolls,NO,Romance
1943,Actor -- Leading Role,For Whom the Bell Tolls,NO,War
1943,Actor -- Supporting Role,For Whom the Bell Tolls,NO,Adventure
1943,Actor -- Supporting Role,For Whom the Bell Tolls,NO,Drama
1943,Actor -- Supporting Role,For Whom the Bell Tolls,NO,History
1943,Actor -- Supporting Role,For Whom the Bell Tolls,NO,Romance
1943,Actor -- Supporting Role,For Whom the Bell Tolls,NO,War
1943,Actress -- Leading Role,For Whom the Bell Tolls,NO,Adventure
1943,Actress -- Leading Role,For Whom the Bell Tolls,NO,Drama
1943,Actress -- Leading Role,For Whom the Bell Tolls,NO,History
1943,Actress -- Leading Role,For Whom the Bell Tolls,NO,Romance
1943,Actress -- Leading Role,For Whom the Bell Tolls,NO,War
1943,Actress -- Supporting Role,For Whom the Bell Tolls,YES,Adventure
1943,Actress -- Supporting Role,For Whom the Bell Tolls,YES,Drama
1943,Actress -- Supporting Role,For Whom the Bell Tolls,YES,History
1943,Actress -- Supporting Role,For Whom the Bell Tolls,YES,Romance
1943,Actress -- Supporting Role,For Whom the Bell Tolls,YES,War
1943,Art Direction,For Whom the Bell Tolls,NO,Adventure
1943,Art Direction,For Whom the Bell Tolls,NO,Drama
1943,Art Direction,For Whom the Bell Tolls,NO,History
1943,Art Direction,For Whom the Bell Tolls,NO,Romance
1943,Art Direction,For Whom the Bell Tolls,NO,War
1943,Cinematography,For Whom the Bell Tolls,NO,Adventure
1943,Cinematography,For Whom the Bell Tolls,NO,Drama
1943,Cinematography,For Whom the Bell Tolls,NO,History
1943,Cinematography,For Whom the Bell Tolls,NO,Romance
1943,Cinematography,For Whom the Bell Tolls,NO,War
1943,Film Editing,For Whom the Bell Tolls,NO,Adventure
1943,Film Editing,For Whom the Bell Tolls,NO,Drama
1943,Film Editing,For Whom the Bell Tolls,NO,History
1943,Film Editing,For Whom the Bell Tolls,NO,Romance
1943,Film Editing,For Whom the Bell Tolls,NO,War
1943,Music (Scoring),For Whom the Bell Tolls,NO,Adventure
1943,Music (Scoring),For Whom the Bell Tolls,NO,Drama
1943,Music (Scoring),For Whom the Bell Tolls,NO,History
1943,Music (Scoring),For Whom the Bell Tolls,NO,Romance
1943,Music (Scoring),For Whom the Bell Tolls,NO,War
1943,Best Picture,For Whom the Bell Tolls,NO,Adventure
1943,Best Picture,For Whom the Bell Tolls,NO,Drama
1943,Best Picture,For Whom the Bell Tolls,NO,History
1943,Best Picture,For Whom the Bell Tolls,NO,Romance
1943,Best Picture,For Whom the Bell Tolls,NO,War
1981,Music (Song),For Your Eyes Only,NO,Action
1981,Music (Song),For Your Eyes Only,NO,Adventure
1981,Music (Song),For Your Eyes Only,NO,Thriller
1991,Actress -- Leading Role,For the Boys,NO,Comedy
1991,Actress -- Leading Role,For the Boys,NO,Drama
1991,Actress -- Leading Role,For the Boys,NO,Music
1941,Short Film (Live Action),Forbidden Passage,NO,
1956,Special Effects (archaic category),Forbidden Planet,NO,Action
1956,Special Effects (archaic category),Forbidden Planet,NO,Adventure
1956,Special Effects (archaic category),Forbidden Planet,NO,Family
1956,Special Effects (archaic category),Forbidden Planet,NO,Sci-Fi
1940,Actor -- Supporting Role,Foreign Correspondent,NO,Romance
1940,Actor -- Supporting Role,Foreign Correspondent,NO,Thriller
1940,Actor -- Supporting Role,Foreign Correspondent,NO,War
1940,Art Direction,Foreign Correspondent,NO,Romance
1940,Art Direction,Foreign Correspondent,NO,Thriller
1940,Art Direction,Foreign Correspondent,NO,War
1940,Cinematography,Foreign Correspondent,NO,Romance
1940,Cinematography,Foreign Correspondent,NO,Thriller
1940,Cinematography,Foreign Correspondent,NO,War
1940,Best Picture,Foreign Correspondent,NO,Romance
1940,Best Picture,Foreign Correspondent,NO,Thriller
1940,Best Picture,Foreign Correspondent,NO,War
1940,Writing,Foreign Correspondent,NO,Romance
1940,Writing,Foreign Correspondent,NO,Thriller
1940,Writing,Foreign Correspondent,NO,War
1940,Special Effects (archaic category),Foreign Correspondent,NO,Romance
1940,Special Effects (archaic category),Foreign Correspondent,NO,Thriller
1940,Special Effects (archaic category),Foreign Correspondent,NO,War
1947,Music (Scoring),Forever Amber,NO,Adventure
1947,Music (Scoring),Forever Amber,NO,Drama
1947,Music (Scoring),Forever Amber,NO,History
1994,Actor -- Leading Role,Forrest Gump,YES,Drama
1994,Actor -- Leading Role,Forrest Gump,YES,Romance
1994,Actor -- Supporting Role,Forrest Gump,NO,Drama
1994,Actor -- Supporting Role,Forrest Gump,NO,Romance
1994,Art Direction,Forrest Gump,NO,Drama
1994,Art Direction,Forrest Gump,NO,Romance
1994,Cinematography,Forrest Gump,NO,Drama
1994,Cinematography,Forrest Gump,NO,Romance
1994,Directing,Forrest Gump,YES,Drama
1994,Directing,Forrest Gump,YES,Romance
1994,Film Editing,Forrest Gump,YES,Drama
1994,Film Editing,Forrest Gump,YES,Romance
1994,Makeup,Forrest Gump,NO,Drama
1994,Makeup,Forrest Gump,NO,Romance
1994,Music (Scoring),Forrest Gump,NO,Drama
1994,Music (Scoring),Forrest Gump,NO,Romance
1994,Best Picture,Forrest Gump,YES,Drama
1994,Best Picture,Forrest Gump,YES,Romance
1994,Sound,Forrest Gump,NO,Drama
1994,Sound,Forrest Gump,NO,Romance
1994,Sound Editing,Forrest Gump,NO,Drama
1994,Sound Editing,Forrest Gump,NO,Romance
1994,Visual Effects,Forrest Gump,YES,Drama
1994,Visual Effects,Forrest Gump,YES,Romance
1994,Writing,Forrest Gump,YES,Drama
